,text,score
7342,the operating margin of aker yards cruise   ferries division went down from 3   to 4   in the first quarter of   ,-1.0
7343,according to pkc   the acquisition would bring a significant addition to pkc  s customer base   ,1.0
7344,finnish airline finnair has won a deal with the uk public sector to be the official airline for flights from london heathrow to osaka in japan   as well as flights between manchester in the uk and helsinki in finland   ,1.0
7345,outotec oyj press release   february   at 00 am outotec has won two large minerals processing technology orders from mirabela mineracao do brasil ltda   brazil and from cumerio med jsco   bulgaria   ,1.0
7346,in october   upm reported a third quarter net loss of euro86 million   million compared with a net profit of euro120 million in   ,-1.0
7347,abb deutsche bank upgraded its recommendation on swiss swedish engineering group abb ltd  to   buy   from   hold     ,1.0
7348,both operating profit and net sales for the six month period increased   respectively from eur7  m and eur655  m   as compared to the corresponding period in   ,1.0
7349,cencorp would focus on the development   manufacture and marketing of standard products for production automation   ,0.0
7350,finnish stockmann group  s mail order unit hobby hall has launched a trial marketing campaign in russia   ,0.0
7351,the order also covers design services   hardware   software licences   as well as maintenance services over six years   ,0.0
7352,current rally is just one of many to come in 3 years  neeraj deewan  quantum securities,1.0
7353,uptrend likely for psu bank stocks  sbi  pnb to lead charge  rajat rajgarhia  motilal oswal securities,1.0
7354,finnish plumbing and heating systems supplier uponor  s net sales from continuing operations decreased by 4   in to eur 2 mn from eur 047 mn in   ,-1.0
7355, rigl shredding scans this morning   our entry target was the break of  60 here   expecting decent upside but no one predicted  24   hope everyone s having a successful trading day out there    ebon  imv  prcp  inmb  eq  icon  alt  stocks  pennystocks  stockalerts https   t co pyeasiboo0,1.0
7356,sponda is a property investment company   specialising in commercial properties in the largest cities in finland and russia   ,0.0
7357,eps for the quarter came in at 36 eur   up from 33 eur a year ago and ahead of forecast of 33 eur   ,1.0
7358,according to karhinen   op pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself   ,1.0
7359,demand seems to have hit bottom now   and some signs of improvement can be seen   ,1.0
7360,stora chief executive jouko karvinen has described the russian tariff hikes as a threat to the future of the forest products industry in finland   ,-1.0
7361,operating profit margin was 3     compared to 8   a year earlier   ,-1.0
7362,revenue in the quarter fell percent to   euro   4 billion compared to a year earlier   ,-1.0
7363,kesko offers hilton to open a hotel on kalinisky prospect in a 000 square metres building because of these difficulties   ,0.0
7364, 30 dinner the conference program can also be viewed as a live audio webcast through the internet pages at www citycon com   ,0.0
7365,ruukki  s order book at the end of was   up year on year and   up quarter on quarter   ,1.0
7366,pre market  nifty seen opening lower  reliance industries  wipro eyed,-1.0
7367,juhani j  rvi   corporate executive vice president of kesko   says the russian food retail sector is fragmented   ,0.0
7368,the company is in the process of building a new fleet and has placed orders for p max tankers of 200 dwt   ,1.0
7369,adp news   apr     finnish business information systems developer solteq oyj hel   stq1v said today its net loss widened to eur 000 usd 000 for the first quarter of from eur 000 for the same peri ,-1.0
7370,helsinki   finland   sept      globe newswire      ixonos plc expands the company  s smartphone r d services and establishes a new next generation smartphone design unit in connection with ixonos   site in jyvaeskylae   ,1.0
7371, seandavid  interesting new facebook patent   fb  allowing general users to turn photos into ads    ie  users would now monetize their ,1.0
7372, you d think instead of relentlessly upgrading the stock maybe wall street analysts would tell people to take some off t ,0.0
7373,storengy is the gdf suez company that is dedicated to the underground storage of natural gas   ,0.0
7374,  adp news     feb     finnish computer services company proha oyj   hel   art1v   said today its net loss narrowed to eur 000   usd 000   for from eur 2 million for   ,1.0
7375, aapl   apple s irish tax appeal reaching decision next week https   t co ucd8conagx,1.0
7376,finnish office supplies and computer accessories dealer beltton group plc said its net profit rose to 3 mln euro     7 mln   in from 13 mln euro     5 mln   in   ,1.0
7377,indigo and somoncom serve 000 subscribers and had a market share of approximately   as of may   ,0.0
7378,malaysia airlines shares plunge as much as per cent after jet crash,-1.0
7379,the employee negotiations are to address measures needed to adjust the operations to the present production situation   ,0.0
7380,https   t co 9vjkmnpm7n   cosanbrasil cosan up 3     8 million gain   czz has made notable gains in of the last trading sessions    stockmarket  stocks  trading  market  investing  nasdaq  nyse  consumernondurables  specialty https   t co jyb85ir23f,1.0
7381, pbt u  ptgef so the mighty merck are tweeting about intensity  https   t co tsiyjhyrc4 i especially like this bit  here s p ,1.0
7382,asset quality concerns to keep weighing on psu banking stocks  pankaj pandey,-1.0
7383,a total of 5 mn passenger ship journeys took place in the northern baltic sea in   slightly down from 5 mn in   ,-1.0
7384,previously   eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators   ,1.0
7385, pips profit in april   for free signals  join https   t co evaprhwhoh   gbpjpy  fx  aapl  eurcad  euraud  audnzd  bitcoin  crudeoil  forexsignals  eurgbp  audjpy  stocks  forex  btc  usoil https   t co nfyxbd33ys,1.0
7386,however   sales volumes in the food industry are expected to remain at relatively good levels in finland and in scandinavia   atria said   ,1.0
7387,looks like  jpm is propping up another restaurant company as  rrgb enters equity distribution agreement for up to  40m,1.0
7388,one for the  movewest crowd   chance to become jan koum s neighbor    fb https   t co n0vmq0qfhs,0.0
7389, reports  changes in institutional ownership signals to bullish us stocks   sls  vtvt  duot https   t co euymbfsev7  nasdaq  nyse ,1.0
7390,berling capital   umo capital and veikko laine are the biggest shareholders in amanda capital   ,0.0
7391,srv will also build an aqua park with wellness area   a restaurant and a multifunctional ice arena   ,0.0
7392,however   simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than countries   orion added   ,1.0
7393, analysis  top stocks to trade for intraday on 14th july     intraday  stocks  stockstowatch  share   https   t co 3afszd92 ,0.0
7394,in february   new wording of identity documents act that makes mobile id a state approved electronic document as of february 1st entered into force   ,0.0
7395,airlines in sweet spot  expect spicejet to see rerating on indigo listing  bandyopadhyay,1.0
7396,fiskars   the world  s  scissors brand tm   recently won learning    magazine  s teachers   choice award for the classroom   ,1.0
7397,growing vegetables   spine gourd farming is profitable agriculture busin    https   t co 8lbfng5xl8 via   dax  spx  depression usa   community can try    thanks trump,1.0
7398,amanda said that it had already made a usd5  m investment commitment in russia partners ii fund in july   ,0.0
7399,poyry is a global consulting and engineering firm focusing on the energy   forest industry and infrastructure   environment sectors   ,0.0
7400,finland  s national carrier finnair plc carried a record 5 million passengers in   an increase of 5 percent on the previous year   the airline reported tuesday   ,1.0
7401,the group  s business sectors are building construction   infrastructure construction   technical building services   and building products   ,0.0
7402,compliance worries hit shares of sun pharma and  dr reddy s laboratories,-1.0
7403,after the transaction   alma media raised its stake in talentum to 65   of the shares and some 12   of voting rights   ,1.0
7404,in addition to supplying a new headbox and a modern sizing and coating unit   vaahto group will provide erection supervision   training and start up services   ,0.0
7405,the deal includes all rental equipment and related merchandise   the rental contract of the depot and two employees   the company said   ,0.0
7406,the liquidity providing was interrupted on may   when aspocomp group oyj  s shares traded below 50 cent   aspocomp  s stock exchange release 5     ,-1.0
7407,the growth of net sales in the first half of has been   compared with the first half of   ,1.0
7408,tiimari operates stores in six countries    including its core finnish market    and generated a turnover of 5 mln eur in   ,0.0
7409,finnish electronics manufacturing services ems company elcoteq se posted a net loss of 4 mln euro   2 mln for the first half of   compared to a net profit of 1 mln euro   8 mln for the same period of   ,-1.0
7410, the hate speech is there because it maximizes engagement   says   an early zuckerberg advisor   facebook has ,-1.0
7411,the business transfer will take effect from january   and in connection with this employees will transfer from elisa to daxtum as continuing employees   ,0.0
7412,nokia multimedia  s net sales totaled eur 7 bn   up   from the corresponding period in   ,1.0
7413,the company is also seeking possibilities to relocate the luumaki personnel   some people   to other upm mills   ,0.0
7414, jpm great uptrend since breaking out of a multi year base  good eps today to help it continue higher    https   t co kr ,1.0
7415,companiesandmarkets com provides a wide range of research reports   industry statistics and competitive intelligence on the industrial sector   ,0.0
7416,in addition   the production at the varpaisj   rvi factory will be stopped at the beginning of april   ,-1.0
7417,nikkei edges down as cyclical shares sold  trading thin before events,-1.0
7418,he joined rautakirja in to lead one of its four business areas and took up the position of president and ceo in   ,0.0
7419,the company has some employees and an annual turnover of eur65  m  vaahto group is listed on the nordic exchange in helsinki   ,0.0
7420,cerberus capital management lp backed printing paper maker newpage corp  has posted mixed second quarter results   casting a cloud over its planned initial public offering   ,-1.0
7421,previously   the company had guided for ebit and sales growth of pct and pct respectively for this year   ,1.0
7422,london  s leading shares today jumped almost points   or 7     as the market opened   ,1.0
7423,   the purchase of the operations is part of yit  s strategy to expand its offering of building system services geographically      ,1.0
7424,on top of that   the us commerce department published worse than expected construction spending figures for november   ,-1.0
7425,the upgrade is intended to raise the network capacity from mhz to mhz in several cities   enabling bi directional services for digital television as well as broadband data   ,1.0
7426,finnish electronics contract manufacturer scanfil reports net sales of eur 2 mn in   down from eur 6 mn in   ,-1.0
7427,in the third quarter   net sales increased by   year on year to eur 5 million   or by   at comparable currency rates growth   ,1.0
7428,scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics   ,0.0
7429, 30 dinner the conference program can also be viewed as a live audio webcast through the internet pages at www citycon com   ,0.0
7430,the total restructuring costs are expected to be about eur 30mn   of which eur 5 mn was booked in december   ,0.0
7431,irb infra and il fs transnet two preferred picks in the infrastructure  gaurang shah  geojit bnp paribas financial services,1.0
7432,finnish financial group aktia reports operating profit of eur 4 mn in january september   up from eur 3 mn in the corresponding period in   ,1.0
7433, venuto  the bank of japan owns nearly  of all etf assets in the country   stocks  markets  economy  investing  financialserv ,1.0
7434,eps for the quarter was eur0    as compared with eur0  in the third quarter of   representing a group net sales for the third quarter were eur15  m   up by 8   as compared with eur14  m in the third quarter of   ,1.0
7435,the poorest index figure was given to finnish power company fortum   5   ,-1.0
7436,the hull of the vessel was built one block at a time and ruukki delivered the plate material for each block as construction progressed   ,0.0
7437,the company designs   manufactures and markets high quality clothing   interior decoration textiles   bags and other accessories   ,0.0
7438,the omx helsinki index was up 92 pct at 518 and the helsinki cap portfolio index was 91 pct higher at 711   ,1.0
7439,can buy reliance on declines of rs 20  sandeep wagle  apta technical advisory services,1.0
7440,interim budget  oil subsidy payments postponed to next fiscal  investors should keep a watch on lowering of subsidies,0.0
7441,the company has delivered the technical infrastructure   used by nav for their data warehouse and business intelligence initiatives   ,0.0
7442,next stop for the nifty could be around 7480 downside  mitesh thacker,-1.0
7443,finnish konecranes is again trying to acquire italian fantuzzi   a manufacturer of gantry cranes and reach stackers   ,0.0
7444,they can be used to control the speed of electric motors used by industry and municipal engineering   and in power generation using renewable energy   ,0.0
7445,the connectivity unit has more than e invoice customers   and the number of annual transactions stands at nearly one million   ,0.0
7446,the period  s sales dropped to eur30  m from eur38  m   according to the interim report   released today   ,-1.0
7447,the utility will also provide services related to electricity management   such as hedging trades and risk management and reporting   ,0.0
7448,cess may impact eps of oil india  ongc  cairn  prabhudas lilladher,-1.0
7449,finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to 8 mln euro     3 mln   in from 7 mln euro     8 mln   in   ,1.0
7450,  the group    s cumulative sales during the review period were eur 2 million eur 1 million   9 and profit before taxes was eur 2 4 million   ,0.0
7451,olvi has posted a strong set of figures for the first six months of this year   ,1.0
7452,finlan  s listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 5 mn to eur 4 mn in from eur 9 mn in the year before   ,1.0
7453,jan     ford is struggling in the face of slowing truck and suv sales and a surfeit of up to date   gotta have cars   ,-1.0
7454,componenta is a metal sector company with international operations and production plants located in finland   the netherlands   sweden and turkey   ,0.0
7455,the center will be built in the kapuli district of mantsala beside the hanko mantsala porvoo road near the new direct rail link between lahti and jarvenpaa   ,0.0
7456,the company  s consolidated operating profit amounted to eur 86 mn   up from eur 14 mn year on year   ,1.0
7457,prefer residential pack in real estate sector  godrej  sobha developers top picks  deven choksey,1.0
7458,   small firms are suffering at the moment because they are likely to have money trouble      he added   ,-1.0
7459,doubt on dalal street  sensex sheds points as fast as a bullet train,-1.0
7460, 2  for most of us  technical investment terms can be confusing    investment  investmentopportunities  capitalinvestmen ,-1.0
7461,donations to universities the annual general meeting authorized the board of directors to donate max   ,0.0
7462,the period end cash and cash equivalents totaled eur6  m   compared to eur10  m in the previous year   ,-1.0
7463,the hayward   calif  based target designs active   casual and dress footwear   as well as boots and sandals   ,0.0
7464,ahlstrom  s 800 employees serve customers via sales offices and production facilities in more than countries on six continents   ,0.0
7465,in   lee   man had a combined annual production capacity of close to 5 million tonnes of paper and 000 tonnes of pulp   ,0.0
7466,finnish lifting equipment maker kone oyj said on october   it won an order worth mln euro   2 mln to deliver a total of custom designed elevators to norwegian shipbuilder aker yards asa   ,1.0
7467,cement consumption unlikely to increase in near term  prateek agarwal  ask investment managers,-1.0
7468,the above mentioned shareholders will suggest that a monthly salary of eur 400 would be paid for the board members outside the company   ,0.0
7469,analysts warn investors against small auto and auto ancillary firms,-1.0
7470,swedbank  s shares have been hardest hit of the swedish banks by the ongoing international financial crisis   ,-1.0
7471,basware order matching automatically matches purchase invoices with approved purchase orders   ,0.0
7472,stora enso  s business in north america has annual capacity of about million tons and employs about 350 people   ,0.0
7473,the project will be a x mw coal fired power plant   located some km south of hanoi   the company said   ,0.0
7474,omc stocks likely to witness profit booking in short term  deven choksey,-1.0
7475,it expects revenue between   4 billion and   7 billion   compared to analyst estimates of   67 billion   ,0.0
7476,the measures result from decreased demand in technical design and product information   ,-1.0
7477,operating loss totalled eur 7 mn   compared to a profit of eur 7 mn in the first half of   ,-1.0
7478,it now owns 565 shares in amer sports corporation   equaling 11   of the company  s share capital and voting rights   ,0.0
7479,result before taxes decreased to nearly eur 5 mn   compared to nearly eur 20mn in the previous accounting period   ,-1.0
7480, great list of free investing resources    yahoo finance   https   t co xx3zedsqmj  most useful tabs   summary statistic ,1.0
7481,better to invest in fmcg  pharma and it  prashastha seth  iifl wealth  india infoline,1.0
7482, puru   both of the prior two  secular bear markets  lasted for 14 years  1982 and 2013  and both of the prior two ,0.0
7483,keep holding long positions  nifty to outperform cnx it  cnx bank  ashwani gujral,1.0
7484,as part of the transaction   m real and sappi have also signed a long term agreement on the supply of pulp and bctmp and other smaller services and supplies   ,1.0
7485,earnings per share   eps   amounted to a loss of to eur0    ,-1.0
7486, germany issuing  5b in  amp  yr  bonds  via syndication instead of auctions current  german yc isnt so great looking w  7yr at  47   amp  15yr at 19   gotta hope  forex  eur swings in ur favor or that ylds grind lower to make      investment  stocks  economy  investments https   t co cqkoasksyd,1.0
7487,biogen  biib has a poor  technical analysis score  ta score   breakdown of categories   candle score neutral  moving average score poor   momentum score poor  stocks  stock  stockmarket  investment  investing https   t co jj64hrh1r3 https   t co azbpbggaen https   t co vkawdwrcol,-1.0
7488,vanhanen said the strike would be    extremely damaging    as some 300 participants and reporters begin to arrive in finland for the one day eu summit with russian president vladimir putin in lahti   about kilometers   miles   north of helsinki   ,-1.0
7489,shares in royal and sun alliance continued to slide back from a month high of 172p last month   after a potential suitor ruled itself out of a takeover bid   ,-1.0
7490, probably nothing to worry about  just the  invisible enemy       spy  spx  qqq  eem  iwm  aapl  fb  googl  nflx  amzn ,-1.0
7491,technical check  not the time to log out of infosys  stock can hit rs 600 in year,1.0
7492,outotec  s scope of delivery includes design   basic engineering and supply of proprietary equipment for a sinter plant with a grate area of square meters   ,0.0
7493,in july it and quadriga capital sold their lewa gmbh pump making business to japan  s nikkiso co    ,0.0
7494,finnair said that the cancellation of flights would cause daily losses of  x20ac 5 million us  million   ,-1.0
7495,both the net sales and operating profit were record high in the company  s history   ,1.0
7496,finnish power supply solutions and systems provider efore oyj said its net loss widened to 2 mln euro   2 mln for the first quarter of fiscal 2007 ending october   from 000 euro   2 mln for the same period of fiscal 06   ,-1.0
7497, to continue to expose the  federalreserve here is the power of attorney for  to purchase assets which include  s ,1.0
7498,return on investment roi was 1   compared to 8   in the first half of   ,-1.0
7499,the highest growth would be in china   while weakening demand would continue in north america   upm said   ,0.0
7500,customers wave cards in front of the reader to make payments   similar to    touch and go    cards used in transport systems   ,0.0
7501,patrick jeambar will also continue being responsible for innovation and health   safety and environment hsea functions of ahlstrom corporation   ,0.0
7502,nestle net drops   to resume maggi noodles sales after second round of tests,-1.0
7503,due to rapid expansion   the market share of tallink in terms of passenger carriage through tallinna sadam port of tallinn totaled percent in november against 7 percent in november   ,1.0
7504, investor sentiment stock market poll   how do you believe the stock market will close today    spx  spx500  spx500usd  sp ,0.0
7505,sistema shyam teleservices ltd reports a narrowed loss of rs 4 crore for the first quarter,1.0
7506,markets remain choppy  get used to smaller profits  ashwani gujral,-1.0
7507,finnish pharmaceuticals company orion reports profit before taxes of eur 0 mn in the third quarter of   up from eur 9 mn in the corresponding period in   ,1.0
7508,finland based stockmann group has closed seven franchising sports stores nike in russia   ,-1.0
7509,operating profit totalled eur 8 mn   up from a loss of eur 7 mn in the fourth quarter of   ,1.0
7510,the extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits  tmls for their ore grades   ,0.0
7511,basware  s ceo ilkka sihvo comments in conjunction with the interim report      as a whole   basware succeeded well in the second quarter of   ,1.0
7512,   the intel atom processor has had tremendous success in the marketplace since its launch over years ago      said pankaj kedia   director of global ecosystem programs for intel corp   s ultra mobility group   ,1.0
7513,related links   flexiblebaseloadoperation thewartsila32generating set gasconversions this is the shorter of two versions of this press release   ,0.0
7514,both mr walden and mr ignatius will be responsible also for the newspapers   business result   ,0.0
7515,according to ringman   finnish paper companies have acquired know how and capacity in paper recycling   which has turned out to be a successful strategy   ,1.0
7516,cerus co   cers to post fy2020 earnings of   44 per share  cantor fitzgerald forecasts https   t co iand4abrzj  stocks,-1.0
7517,the annual report will be sent automatically to shareholders holding at least 000 sampo plc shares   ,0.0
7518,masket q2 numbers disappoint  it firms struggling  mayuresh joshi,-1.0
7519,i was long  spx for a bounce but was this last hours    i m out    peace https   t co xyoy1fsfa7,1.0
7520,last year   3 million passengers flew the airline   down percent from   ,-1.0
7521,european stocks push higher as trade war threats recede  https   t co iybgwmahhv    trading  tradingview  forex  eurusd  investing  investor  entrepreneur  stocks  forexlifestyle  wallstreet  forexsignals  business  forextrader  technicalanalysis  millionaire  billionaire https   t co 5rdzdsegyq,-1.0
7522,the net sales decreased to eur 8 million from eur 9 million   ,-1.0
7523,china shares slip ahead of july economic data  hong kong sags too,-1.0
7524,basware business transactions service enables the customer to receive and send invoices in an electronic format   ,0.0
7525, the first rule of business  treat others like they want to treat you    charles dickens  softwareengineer  javascript  python  c    golang  nodejs  reactjs  stockopertor  highgrowthstocks  spx  qqq  rut  vix  canslim,1.0
7526,nifty50 in a no trade zone due to holiday truncated week  sandeep wagle,-1.0
7527,bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse   ,0.0
7528,the deal strengthens ramirent  s position especially in the industrial sector and in large investment projects   ,1.0
7529,finnish silicon wafer technology company okmetic oyj   omx helsinki   okm1v   reported on thursday   august   an operating profit of eur5  m for the period january june   up from eur3  m in the corresponding period in   ,1.0
7530,sullivan said some of the boards    really involve a lot of work   and people should get paid for their time      ,0.0
7531,valuations on the higher side  but india remains an attractive story in the long term  hans goetti  bil,0.0
7532,rl nordic is a part of raiffeisen banking group austria and is a subsidiary to raiffeisen leasing gmbh in austria   ,0.0
7533,the world  s second largest stainless steel maker said net profit in the three month period until dec  surged to euro603 million us  million   or euro3  us  31 per share   from euro172 million   or euro0  per share   the previous year   ,1.0
7534, both the fundamentals and technicals strongly suggest that recent sideways trading ranges in most  uranium stocks are ,1.0
7535,tele2 affarsvarlden gave a    buy    recommendation on mobile operator tele2 ab and a share price target of crowns     54   19 euro     ,1.0
7536,profit for the period totalled eur 8 mn   down from eur 1 mn in the corresponding period in   ,-1.0
7537,aldata noted that its voice supply chain technology approach enables vdw to integrate with warehouse management systems   ,0.0
7538,foreign brokerages expect a market correction  say positive poll outcome factored,-1.0
7539,nordea group  s operating profit increased in by percent year on year to 64 billion euros and total revenue by percent to 33 billion euros   ,1.0
7540,the negotiations concern personnel of cencorp corporation and singulase oy as whole in finland and in sweden   the company said   ,0.0
7541,operating result   excluding one off items   totaled eur 1 mn compared to eur 6 mn in continuing operations   excluding one off items in   ,-1.0
7542,   i am very pleased and proud of our performance last year      chief executive juha rantanen said in a statement   ,1.0
7543,the new apartment block is going up very close to the city center   explained chairman of the board of as yit ehitus priit sauk   ,0.0
7544,cash flow after investments amounted to eur45m   down from eur46m   ,-1.0
7545,earnings per share for the quarter were also higher year on year at 33 eur versus 27   and above market expectations of 28 eur   ,1.0
7546, gold and especially silver could be about to experience one hell of a spike  stay calm if it does and be ready to take ,-1.0
7547,according to the company   a decision in the issue will be made in the summer of   at the earliest   and in the summer of   at the latest   ,0.0
7548,north america puts its drilling projects on hold  guar slips,-1.0
7549,heidelberg cement  high costs  weak realisations tell on sept nos,-1.0
7550,gallant ispat should move up for few days  avinash gorakshekar  anagram capital ltd,1.0
7551,operating result showed a loss of eur 9 mn   while a year before   it showed a profit of eur 6 mn   ,-1.0
7552, nerv down   overpanic  oversold      aapl  amd  amrn  aal  bac  amzn  msft  ba  abt  tsla  x  nvda  ge  dis  ccl  uber  dal  nflx  fb  t  f  mu  sq  m  zm  xom  gild  roku  ual  jpm  abbv  fcx  snap  baba  wfc  rcl  bb  hsbc  lyg  teva  c  oxy  jnj  lyft  lk  zm https   t co gwnbplqb3j,-1.0
7553,its product portfolio comprises harvesters   forwarders   harvester heads   as well as cranes and loaders   ,0.0
7554,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty   mixed with the current drought in bank lending   resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations   ,-1.0
7555,the fair value of the investment properties totaled eur 534 mn   up from eur 455 mn in   ,1.0
7556,growth was strongest in f secure  s operator isps   mobile operators and cable operators business   ,1.0
7557,the broker started upm kymmene   stora enso and sappi with   equal weight   recommendations and holmen and norske skog with   underweight   ratings   ,0.0
7558,the low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced   ,-1.0
7559,cash flow from business operations totalled eur 4 mn compared to a negative eur 5 mn in the first half of   ,1.0
7560,the businesses to be divested offer dairy   edible fats   ready meal and ice cream packaging to multinational and local customers   ,0.0
7561,the broker started upm kymmene   stora enso and sappi with   equal weight   recommendations and holmen and norske skog with   underweight   ratings   ,0.0
7562,stocks  oil flounder on growth anxiety  china data little help,-1.0
7563,super religare laboratories withdraws draft ipo prospectus  to resubmit again in next 6 weeks,-1.0
7564,raised infosys  weightage in portfolios post q2 numbers  sachin shah  emkay investment managers,1.0
7565,the offer of some million shares aimed to raise more than  x20ac million us  million   was expected to be completed by oct    outokumpu said   ,0.0
7566,organic growth for techm unlikely to pick up in next 3 quarters  sabharwal,-1.0
7567,the one dark spot on the horizon   however   was the company  s performance in the finnish bottled water market   ,-1.0
7568,profit for the period fell to eur 6 mn from eur 5 mn in january september   ,-1.0
7569,additionally   the company will use the solutions to automate the preparation of financial statements according to ifrs standard   ,0.0
7570,schwalm   at   outotec com eila paatela   vice president   corporate communications tel   20 2004   mobile  400 e mail eila   ,0.0
7571,united spirits  united breweries tumble as sc upholds alcohol ban in kerala,-1.0
7572,two wheeler stocks to remain under pressure on fall in rural spending  hemindra hazari,-1.0
7573,thus the group  s balance sheet will have about eur25  m in goodwill for   the company added   ,0.0
7574,fall in iron ore prices  weak china data spoil party in metals,-1.0
7575,svyturys utenos alus   which is controlled by the nordic group baltic beverages holding   bbh     posted a 7 per cent growth in beer sales for january may to 22 million litres   ,1.0
7576,sistema shares moved to discretionary auction after  fall  moscow exchange,-1.0
7577,share repurchase 01 in the helsinki stock exchange on behalf of sampo plc danske bank a s helsinki branch ,0.0
7578,however   two of the previously ordered sets will start producing electricity at the end of october   it said   ,0.0
7579,the company  s board of directors will propose a dividend of eur 14 for at the annual general meeting   ,0.0
7580,goldman sachs remains underweight on commodities for next months,-1.0
7581,as such   the space has blond wood floors   unlike the rest of the store   and a notably scandinavian vibe   ,0.0
7582,the recovery of demand that started toward the end of   continued in january march   ,1.0
7583,in the first nine months of   the company  s net loss narrowed to eur415  from eur7  m for the corresponding period of   ,1.0
7584,more retail fall out   v  mc   gt  j c  penney explores bankruptcy as hopes for recovery fade  sources say https   t co wpzaddomuc,1.0
7585,in the reporting period   net sales rose by   year on year to eur64  m   due to the business acquisitions realized during the first half of 09   the effect of which was eur10  m in the review period   ,1.0
7586,aspo has also investigated the sales opportunities of kaukomarkkinat  s electronics business   ,0.0
7587,operating profit excluding non recurring items was eur 8 million compared to eur 2 million   ,-1.0
7588,the total number of shares in the company will be 236 innofactor group innofactor offers its customers comprehensive solutions in the microsoft environment   ,0.0
7589, obama administration repeatedly sought to cut ppe stockpile          and with  t deficits the dems are trying to blame ,-1.0
7590, my holdings in my ira   roku   ayx   fsly   ttd   shop   veev   fivn   crwd   pins   ddog   mdb   coup   amzn   msft   nvd ,0.0
7591,the cost of the deal could range from million to million euros depending on the financial results of the two companies in   the statement says   ,0.0
7592,minority shareholders of nirma shocked over fresh exit offer of rs  share,-1.0
7593, twtr  fb  goog   trump order to enable punishment for social media   wp https   t co mjcmwbtylq,-1.0
7594,arun jaitley hopes passage of amended insurance bill in winter session  max india surges ,1.0
7595, snap in the last nine quarters  ytd   snap has issued 260m shares to employees     that s  2bn in new share ,1.0
7596,the availability of the internet services is highlighted in the service offer of kesko  s k group stores   ,0.0
7597,blackrock investment management  uk  limited short position in carnival plc down  30  to 63   ccl  ccl  lse  stockmarket  stocks  shares  business  markets  trading  news  investing  shortsqueeze https   t co vm411ldlkr,-1.0
7598,the stock rose for a second day on wednesday bringing its two day rise to gbx12  or 0     ,1.0
7599,mr clausen   however   refused to comment the option that nordea would consider buying into citadele bank   ,0.0
7600,before kemira  s installation nordalu was producing 500 tons of liquid and solid aluminum waste per year   ,0.0
7601,margin call of zanadvorov has given the chance to make such purchase under the credit of deutsche bank for usd million   ,0.0
7602,finnish publishing and printing group ilkka yhtym   will introduced a staff smoking ban as of the beginning of at the company  s three newspapers   ,0.0
7603,dewan housing slips over  on fund raising plan via share sale,-1.0
7604,the talks involved the food and ingredients divisions   as well as group service functions   the company said   ,0.0
7605,suzlon slips  as auditors raise red flag on companys operations,-1.0
7606,us stocks end mixed as decline in apple shares weighs on nasdaq,-1.0
7607,the recruits who have completed the k retailer trainee program are qualified to start a career as independent retailers in k stores   ,0.0
7608,after the reporting period   biotie north american licensing partner somaxon pharmaceuticals announced positive results with nalmefene in a pilot phase clinical trial for smoking cessation   ,1.0
7609,monnet ispat   energy records  y o y revenue growth in june quarter  input costs squeezes ebidta margins,1.0
7610,coca cola loses fizz  volume growth dips to single digits year on year,-1.0
7611,both operating profit and turnover for the three month period increased   respectively from eur0  m and eur8  m   as compared to the corresponding period in   ,1.0
7612,paper companies were in negative territories   with stora enso r shedding 62 pct to 73 eur   upm kymmene down 80 pct at 64 eur and m real b 18 pct lower at 57 eur   ,-1.0
7613, this tweet from  illustrates how  spx  e g   not really sensitive to energy  but imo that s a  technica ,1.0
7614,worst is not over  nifty could go down to sub level  sandeep wagle,-1.0
7615,engineering stocks not really strong at the moment  deepak mohoni,-1.0
7616,finnish property investment company citycon will expand and refurbish   kersberga shopping center in stockholm   in sweden   ,0.0
7617,national sponsors for the big read include national endowment for the arts in cooperation with the institute of museum and library services and arts midwest   ,0.0
7618,ponsse projects the forest machine markets to improve more than expected in from the previous year   ,1.0
7619,according to finnish petrol station chain st1  s managing director kim wiio   the company was forced to make purchases with rising prices in the first half of   and now consumer prices are going down almost daily due to competition   ,-1.0
7620,infra stocks will remain under some pressure  dhiraj agarwal  standard chartered capital,-1.0
7621,rfid   radio frequency identification   is a method of so called intelligent transport   whereby information can be read and saved remotely   ,0.0
7622,talk about a last minute win  000  win overnight    go  gild  let s close over    stocks  options  gilead https   t co gbocmbfvh1,1.0
7623,the fair value of the investment properties totaled eur 534 mn   up from eur 455 mn in   ,1.0
7624,the ground barleycorn has been fully produced in finland and will be available in stores as of the beginning of   ,0.0
